Name,PID,Title,Keywords,StartPage,EndPage,Pages,Year,NBN
"Falkberget, Johan",1269901,Broderfolkenes åndelige union : tal på Skansen vid härjedalens dag den 6 juli 1947,Härjedalen,201.0,208.0,8.0,1948,urn:nbn:se:nordiskamuseet:diva-1011
"Hammarstedt, Nils Edvard",1239984,Brorskål och blodsförbund,,220.0,229.0,10.0,1908,urn:nbn:se:nordiskamuseet:diva-583
"Hazelius-Berg, Gunnel",1296536,Brud och brudgum i deras högtidsskrud,Bröllopskläder;Brudkransar,149.0,168.0,20.0,1969,urn:nbn:se:nordiskamuseet:diva-1399
"Olsdotter, Grop Anna",1240003,"Brud- och brudpigeutstyrslar i Ore socken, Dalarna på 1850-70-talen",Bröllopskläder,242.0,247.0,6.0,1908,urn:nbn:se:nordiskamuseet:diva-587
"Jobs Arnberg, Anna-Karin",1365161,Brudgumsskjortan,Bröllopskläder;Historia;Sverige,282.0,283.0,2.0,2015,urn:nbn:se:nordiskamuseet:diva-2113
"Hagberg, Louise",1247644,"Brudstrumpeband : undersökning om strumpebandets, särskilt brudstrumpebandets betydelse.",Strumpor;Bröllopskläder,177.0,208.0,32.0,1921,urn:nbn:se:nordiskamuseet:diva-857
"Bergman, Ingrid",1299870,Bruk och återbruk : återanvändning av gamla kläder i bondesamhället,Återanvändning;Kläder;Bondesamhället,139.0,148.0,10.0,1980,urn:nbn:se:nordiskamuseet:diva-1499
"Bengtsson, Bengt",1291774,Brukspatronens finvåning : restaureringen av Skottbergska gården i Karlshamn,Byggnadsrenovering;Byggnadsvård;Karlshamn,145.0,162.0,18.0,1960,urn:nbn:se:nordiskamuseet:diva-1206
"NN, nn",1243267,Bruno Kjellström,,120.0,121.0,2.0,1923,urn:nbn:se:nordiskamuseet:diva-705
"Lampa, Sven",1244844,Brytningen mellan gammalt och nytt i Knallebygden,Skiften,43.0,52.0,10.0,1913,urn:nbn:se:nordiskamuseet:diva-714
"Lindblom, Andreas",1286628,Bråvalla slag,August Malmström;Målningar,59.0,70.0,12.0,1953,urn:nbn:se:nordiskamuseet:diva-1083
"Grape, Birger W.",1294431,Bröd i Stockholm 1964,Bröd;Sverige;Stockholm,143.0,148.0,6.0,1965,urn:nbn:se:nordiskamuseet:diva-1329
"Hammarstedt, Nils Edvard",1233181,Brödets helgd hos svenskarne : framstäld i jämförande belysning,Bröd;Religion,16.0,38.0,23.0,1895,urn:nbn:se:nordiskamuseet:diva-229
"Hammarstedt, Nils Edvard",1244824,Bröllops- och fastlagsbjörn,Bröllop,1.0,9.0,9.0,1913,urn:nbn:se:nordiskamuseet:diva-711
"Granlund, John",1296533,Bröllopsfunktionärer,Äktenskap;Vigsel,133.0,148.0,16.0,1969,urn:nbn:se:nordiskamuseet:diva-1398
"Rehnberg, Mats",1270904,Bröllopsföljet från Telemarken,Träsnideri;Träskulpturer;Bröllop;Hästar,65.0,74.0,10.0,1950,urn:nbn:se:nordiskamuseet:diva-1033
"Berg, Gösta",1296541,Bröllopsmiddagen,Bröllop;Måltider,181.0,192.0,12.0,1969,urn:nbn:se:nordiskamuseet:diva-1401
"Johnsson, Pehr",1247410,Bröllopsseder från Gästrikland,Bröllop,65.0,71.0,7.0,1919,urn:nbn:se:nordiskamuseet:diva-828
"Lithberg, Nils",1234332,Bröllopsseder på Gottland,Bröllop,65.0,92.0,28.0,1906,urn:nbn:se:nordiskamuseet:diva-433
"Lithberg, Nils",1235699,Bröllopsseder på Gottland,Bröllop,144.0,178.0,35.0,1907,urn:nbn:se:nordiskamuseet:diva-556
"Lithberg, Nils",1239963,Bröllopsseder på Gottland,Bröllop,129.0,148.0,20.0,1908,urn:nbn:se:nordiskamuseet:diva-578
"Lithberg, Nils",1241167,Bröllopsseder på Gottland,Bröllop,145.0,168.0,24.0,1911,urn:nbn:se:nordiskamuseet:diva-648
"Jungner, Amanda",1242482,Bröllopsupptåg på västgötaslätten,Bröllop,37.0,41.0,5.0,1925,urn:nbn:se:nordiskamuseet:diva-678
"Pers, Anders",1233256,Bud Erik Olsson,Dalarna,7.0,26.0,20.0,1931,urn:nbn:se:nordiskamuseet:diva-244
"Axel-Nilsson, Christian",1297358,Byggnadsvård på Julita gård,Julita gård;Byggnadsvård,123.0,,,1974,urn:nbn:se:nordiskamuseet:diva-1428
"Nyström, Bengt",1334401,Byggt för samlad kunskap,Nordiska museet;Museisamlingar;Föremålssamlingar,22.0,35.0,14.0,2007,urn:nbn:se:nordiskamuseet:diva-1879
"Wistrand, Per Gustaf",1233412,Byordning vid Järstads by,Byar,109.0,115.0,7.0,1897,urn:nbn:se:nordiskamuseet:diva-266
"Jansson, Sam Owen",1268780,Byskollärare i en bergslagsbygd,Byskolor;Folkskolan;Lärare,91.0,104.0,14.0,1947,urn:nbn:se:nordiskamuseet:diva-987
"Granlund, John",1269042,Bärsöndagarna på Kinnekulle : en urminnes folkfest,Folkfester;Kinnekulle,35.0,48.0,14.0,1948,urn:nbn:se:nordiskamuseet:diva-999
"Elmfeldt-Brundin, Elisabeth",1333889,Både brud och same : om klädsel med särskild betydelse,Samiska kläder;Bröllop,67.0,79.0,13.0,2005,urn:nbn:se:nordiskamuseet:diva-1869
"Palmqvist, Lena",1348117,Både ute och inne : - hemmets viktiga länkar och mellanrum,Hemmet;Verandor;Balkonger;Förstukvistar,126.0,143.0,18.0,2013,urn:nbn:se:nordiskamuseet:diva-2026
"Hallström, Gustaf",1240091,Båtar och båtbyggnad i ryska lappmarken,Båtbyggnad;Båtbyggare,85.0,100.0,16.0,1909,urn:nbn:se:nordiskamuseet:diva-597
"Olsson, Marianne",1289792,Båtbygge vid Mälaren,Båtbyggnad;Mälaren,191.0,195.0,5.0,1958,urn:nbn:se:nordiskamuseet:diva-1154
"Andersson, Marianne",1296521,Böndernas bönemän,Äktenskap;Bönder;Sverige;Historia,53.0,60.0,8.0,1969,urn:nbn:se:nordiskamuseet:diva-1392
"Möjen, Anna",1232381,Börnelege,Lekar,25.0,40.0,16.0,1973,urn:nbn:se:nordiskamuseet:diva-178
"Johnsson, Pehr",1245673,Bössesmeder i Göinge,Vapensmeder,27.0,34.0,8.0,1920,urn:nbn:se:nordiskamuseet:diva-761
"Lundwall, Sten",1294833,C. J. L. Almqvist i Nordiska museet : ideskiss till en uställning,Carl Jonas Love Almqvist,111.0,126.0,16.0,1967,urn:nbn:se:nordiskamuseet:diva-1345
"Lundwall, Sten",1288526,C. U. Palm och Nordiska museet,Carl Ulrik Palm;Nordiska museet;Samlarverksamhet,17.0,32.0,16.0,1955,urn:nbn:se:nordiskamuseet:diva-1112
"Wallin, Sigurd",1269288,Carin Sylvander tecknar 1800-tal,Skisser;Teckningar;1800-talet,77.0,92.0,16.0,1948,urn:nbn:se:nordiskamuseet:diva-1002
"Stjernswärd, Brita",1295636,Carl Fredrik Sundvalls projekt till Araslövs huvudbyggnad 1790,Herrgårdar;Byggnader;Skåne;1700-talet,171.0,182.0,12.0,1967,urn:nbn:se:nordiskamuseet:diva-1362
"Eskeröd, Albert",1283544,Carl Georg Stjernsvärd och Engeltofta : en skiss kring en jordbruksreformator och hans verk,Carl Georg Stjernsvärd,43.0,56.0,14.0,1952,urn:nbn:se:nordiskamuseet:diva-1068
"Berg, Gösta",1248885,Carl Hårlemans spannmålsprovare,Odling;Spannmål,179.0,184.0,6.0,1942,urn:nbn:se:nordiskamuseet:diva-901
"Lundwall, Sten",1295150,"Carl Jonas Love Almqvist, lantlivet och museitanken",Carl Jonas Love Almqvist,9.0,22.0,14.0,1967,urn:nbn:se:nordiskamuseet:diva-1347
"Andersson, Albert",1234126,Carl Reinic Rosenberg : En nordhalländsk bonadsmålare,Bonadsmåleri;Vävda tapeter,157.0,167.0,11.0,1927,urn:nbn:se:nordiskamuseet:diva-396
"Granlund, John",1291706,Cecilias bod : ett uppländskt 1500-tals monument,Byggnader;Bondgårdar;Uppland;1500-talet,117.0,134.0,18.0,1960,urn:nbn:se:nordiskamuseet:diva-1203
"Womack, Anna",1334422,Christian Hammer och Nordiska museet,Nordiska museet;Christian Hammer,80.0,101.0,22.0,2007,urn:nbn:se:nordiskamuseet:diva-1883
"Bengtsson, Bengt",1282225,Christian Hammers skissböcker,Skissböcker;Guldsmedsritningar;Skansen;Christian Hammer,153.0,162.0,10.0,1950,urn:nbn:se:nordiskamuseet:diva-1039
"Wallin, Sigurd",1233266,Christian Linning: Möbelsnickaren som konstnärsindivid eller skråbroder,Skråväsen;Möbler,59.0,74.0,16.0,1931,urn:nbn:se:nordiskamuseet:diva-247
"Lindgren, Michael",1318170,Christopher Polhems verktygsskåp?,Museisamlingar;Nordiska museet;Verktyg;Skåp;1700-talet;Christopher Polhem,256.0,268.0,13.0,1997,urn:nbn:se:nordiskamuseet:diva-1755
"Forsberg, Karin",1283113,Claes Grill : en frihetstidens  mecenat och handelsfurste,Claes Grill;Svindersvik,119.0,128.0,10.0,1951,urn:nbn:se:nordiskamuseet:diva-1055
"Andrén, Erik",1294538,Claes Grills porcellaine,Claes Grill;Porslin,167.0,180.0,14.0,1965,urn:nbn:se:nordiskamuseet:diva-1332
"Karlsson, William",1235241,Clas Eric Reding : En gustaviansk spegelmakare i Karlskrona,Hantverk;Speglar,12.0,19.0,8.0,1928,urn:nbn:se:nordiskamuseet:diva-469
"Wistrand, Per Gustaf",1233651,Conterfeije och målare skråå,Skråväsen,63.0,77.0,15.0,1900,urn:nbn:se:nordiskamuseet:diva-295
"Hazelius-Berg, Gunnel",1290776,Curmanska villan i Lysekil,Byggnader;Villor;1800-talet,207.0,209.0,3.0,1958,urn:nbn:se:nordiskamuseet:diva-1167
"Svärdström, Svante",1294204,Dalmålningar från Härjedalen,Dalmålningar;Härjedalen,211.0,214.0,4.0,1964,urn:nbn:se:nordiskamuseet:diva-1315
"Ulvros, Eva Helen",1335003,Dans på lek,Dans;Lekar,18.0,35.0,18.0,2006,urn:nbn:se:nordiskamuseet:diva-1906
"Westberg, Christina",1335333,Dansen på Skansen,Dans;Skansen,190.0,208.0,19.0,2006,urn:nbn:se:nordiskamuseet:diva-1918
"Westergren, Christina",1334683,Dansens spår : inledning,Dans,7.0,17.0,11.0,2006,urn:nbn:se:nordiskamuseet:diva-1904
"Elg af Klintberg, Inger;Bohlin, Peter",1335323,Dansmästarna och sällskapsdansen,Sällskapsdans,136.0,148.0,13.0,2006,urn:nbn:se:nordiskamuseet:diva-1914
"Grandien, Bo",1296814,"""Dantes inferno, taget på skämt"" : Om den moderna varmbadanstaltens framväxt",Badanläggningar,69.0,84.0,16.0,1970,urn:nbn:se:nordiskamuseet:diva-1411
"Enevold, Jessica;Hagström, Charlotte",1361383,Datorspel som vardagslek : en kultur i utveckling,Datorspel,50.0,55.0,6.0,2014,urn:nbn:se:nordiskamuseet:diva-2072
"Jiveskog, Lars-Olof;Wiklund, Mats",1306715,Datorspelen utmanar fantasin,Datorspel,200.0,210.0,11.0,1991,urn:nbn:se:nordiskamuseet:diva-1662
"Wiking-Faria, Pablo",1302231,De första skördetröskorna i Sverige - en innovation och dess problem,Skördetröskor,165.0,180.0,16.0,1983,urn:nbn:se:nordiskamuseet:diva-1533
"Seitz, Heribert",1261232,De försvunna värjorna : Svensk sidobeväpning under 30-åriga kriget,Vapen;Värjor;Sverige;1600-talet,93.0,110.0,18.0,1946,urn:nbn:se:nordiskamuseet:diva-963
"Lithberg, Nils",1242488,De kulturhistoriska museerna i Sverige 1921-1923,Kulturhistoriska museer,46.0,53.0,8.0,1925,urn:nbn:se:nordiskamuseet:diva-681
"Steneberg, Karl Erik",1233770,De Mörnerska familjeproträtten på Tyresö : En studie i greve Carl Mörners samling,Porträtt,133.0,156.0,24.0,1933,urn:nbn:se:nordiskamuseet:diva-322
"Vigström, Eva",1233171,De nedstötta andarna,Folktro,21.0,26.0,6.0,1891,urn:nbn:se:nordiskamuseet:diva-224
"Danielson, Eva",1297663,De nordiska medeltidsballaderna som folktrokällor,Folktro;Norden;Medeltida ballader,127.0,140.0,14.0,1976,urn:nbn:se:nordiskamuseet:diva-1447
"Feldreich, Sten",1320754,De nya sporterna,Idrott - historia,294.0,311.0,18.0,2000,urn:nbn:se:nordiskamuseet:diva-1790
"Nodermann, Maj",1294361,De nyfunna bonaderna i Alfta : en första kommentar,Bonader,43.0,76.0,34.0,1965,urn:nbn:se:nordiskamuseet:diva-1322
"Sveri, Knut",1203240,De oäkta barnen,,39.0,46.0,8.0,1971,urn:nbn:se:nordiskamuseet:diva-122
"Åberg, Alf",1306999,De pfalziska kungarna,Kungar;Sverige;Karl X Gustav;Karl XI;Karl XII,171.0,196.0,26.0,1993,urn:nbn:se:nordiskamuseet:diva-1669
"Lewin, Leif",1304922,De politiska partiernas uppgång och fall,Politiska partier;Sverige;1800-talet;1900-talet,199.0,210.0,12.0,1991,urn:nbn:se:nordiskamuseet:diva-1616
"Henschen, Ingegerd",1286636,"De ""ryska"" tröjorna",Kläder,71.0,94.0,24.0,1953,urn:nbn:se:nordiskamuseet:diva-1084
"Ekholm, Gunnar",1246833,De uppsaliensiska studentnationernas gamla kassakistor,Studentnationer;Kistor,66.0,71.0,6.0,1918,urn:nbn:se:nordiskamuseet:diva-813
"Ambrosiani, Sune",1241098,De äldsta rokokokaklen i Stockholm,Kakel - konsthantverk;Kakel - tillverkning;Rokoko,1.0,20.0,20.0,1911,urn:nbn:se:nordiskamuseet:diva-635
"Gustafsson, Gottfrid",1247685,Delsbogården,Hus;Gårdar,125.0,154.0,30.0,1941,urn:nbn:se:nordiskamuseet:diva-874
"Olsson, Per-Olof",1296226,Demokratins arkitektur,Stockholmsutställningen 1930;Modernism;Arkitektur;Funktionalism,93.0,108.0,16.0,1968,urn:nbn:se:nordiskamuseet:diva-1376
"Rosander, Göran",1298084,Den akademiska undervisningen i etnologi i Stockholm,Högskoleutbildning,7.0,12.0,6.0,1977,urn:nbn:se:nordiskamuseet:diva-1454
"Polite, Oivvio",1313383,Den andra generationen. Alternativa bilder,Andragenerationsinvandrare;Sverige,127.0,138.0,12.0,1996,urn:nbn:se:nordiskamuseet:diva-1715
"Eles, Håkan",1296033,Den Bernströmska pollettsamlingen i Nordiska museet,Polletter,231.0,238.0,8.0,1967,urn:nbn:se:nordiskamuseet:diva-1367
"Hamilton, Ulf",1301685,Den blygsamma ångmaskinen : en studie av arbtesresurser i SVerige 1800-1850,,21.0,34.0,14.0,1982,urn:nbn:se:nordiskamuseet:diva-1509
"Eskeröd, Albert",1289660,Den dansk-skånska gården och hinterpommerns fyrkantgårdar : till frågan om vandring eller lokal utveckling,Byggnader;Bondgårdar;Skåne;Danmark,165.0,188.0,24.0,1957,urn:nbn:se:nordiskamuseet:diva-1152
"Eklund Nyström, Sigrid",1317760,Den elektriska ljusstaken,Julseder;Ljusstakar,152.0,159.0,8.0,1997,urn:nbn:se:nordiskamuseet:diva-1746
"Magnusson, Olle",1323163,Den förbaskade gamla tvätten,Tvätt;Tvättstugor;Tvätterier,248.0,263.0,16.0,2002,urn:nbn:se:nordiskamuseet:diva-1840
"Lindgren, Michael",1299836,Den första svenska räknemaskinen : ett museiföremål och dess bakgrund,Museisamlingar;Räknemaskiner,131.0,138.0,8.0,1980,urn:nbn:se:nordiskamuseet:diva-1498
"Eklund Nyström, Sigrid",1347631,Den glänste som av guld,Brudkronor;Halm;1900-talet;Sverige,112.0,129.0,18.0,2012,urn:nbn:se:nordiskamuseet:diva-2010
"Kjellström, Rolf",1299730,Den glömda expeditionen,Polarexpeditioner;Alpinism;1800-talet;Sverige,90.0,100.0,11.0,1980,urn:nbn:se:nordiskamuseet:diva-1495
"Blomkvist, Pär",1315678,"Den ""goda vägen"" in i bilsamhället : Svenska vägföreningen 1914-1924",Svenska vägföreningen;Bilar;Vägar;Sverige;1900-talet,70.0,95.0,26.0,1996,urn:nbn:se:nordiskamuseet:diva-1720
"Bengtsson, Bengt",1270360,Den grillska dopskålen,Dopskålar;Grill,73.0,82.0,10.0,1949,urn:nbn:se:nordiskamuseet:diva-1018
"Holmquist, Kersti",1289384,Den Grillska toalettspegeln,Toalettspeglar;Svindersvik,153.0,164.0,12.0,1956,urn:nbn:se:nordiskamuseet:diva-1134
"Lindhagen, Arvid",1246841,Den heliga Julitta och spår av hennes dyrkan i Sverige,Folktro,118.0,122.0,5.0,1918,urn:nbn:se:nordiskamuseet:diva-817
"Rørbye, Birgitte",1297931,Den illegale sygdomsbehandling som folkloristisk problem : bidrag till en socio-kulturel oversigt for Danmark,Medicin;Etnologi,203.0,220.0,18.0,1976,urn:nbn:se:nordiskamuseet:diva-1452
"Örvig, Mary",1203253,Den internationella flickboken i svensk tappning,Barnböcker,143.0,170.0,28.0,1971,urn:nbn:se:nordiskamuseet:diva-130
"Wallin, Sigurd",1267791,Den klassiska Strängnäsvyn,Strängnäs,7.0,16.0,10.0,1947,urn:nbn:se:nordiskamuseet:diva-981
"Lithberg, Nils",1233877,Den korta herkuln eller handrocken,Textil;Spinnrockar;Hantverk,151.0,171.0,21.0,1930,urn:nbn:se:nordiskamuseet:diva-340
"Zachrisson, Sune",1304655,Den kultiverade naturen,Trädgårdar;Odling,9.0,16.0,8.0,1988,urn:nbn:se:nordiskamuseet:diva-1589
"Wintzell, Inga",1292754,Den kvinnliga prästdräkten,Kvinnliga präster;Kläder;Sverige,131.0,134.0,4.0,1962,urn:nbn:se:nordiskamuseet:diva-1244
"Wiklund, K B",1247571,Den lapska skedens ursprung,Bestick;Skedar;Samer,109.0,116.0,8.0,1922,urn:nbn:se:nordiskamuseet:diva-850
"Klein, Ernst",1233430,Den lapska torvkåtan som nordisk husform,Boende;Samer;Kåtor;Torvkåtor,187.0,221.0,35.0,1926,urn:nbn:se:nordiskamuseet:diva-276
"Hazelius-Berg, Gunnel",1248884,Den Lilliehöökska pällen,Broderi,163.0,178.0,16.0,1942,urn:nbn:se:nordiskamuseet:diva-900
"Weibull, Lauritz",1238856,Den lundensiska Finnsägnen,Sägner,28.0,41.0,14.0,1908,urn:nbn:se:nordiskamuseet:diva-570
"Wallin, Sigurd",1247411,Den Löwenadlerska tennsamlingen i Nordiska nuseet,Metallbearbetning;Tennarbeten,81.0,96.0,16.0,1919,urn:nbn:se:nordiskamuseet:diva-829
"Strese, Else-Marie",1318360,Den manipulativa människan,Naturbruk,23.0,40.0,18.0,1999,urn:nbn:se:nordiskamuseet:diva-1760
"Bengtsson, Bengt",1248567,Den Möllenborgska verkstaden på Skansen,Guldsmeder;Smideskonst;Smideshantverk,173.0,188.0,16.0,1941,urn:nbn:se:nordiskamuseet:diva-877
"Szabó, Mátyás",1304960,Den nya konsumenten beträder scenen,Konsumenter;Konsumtion,130.0,154.0,25.0,1991,urn:nbn:se:nordiskamuseet:diva-1617
"Unnerbäck, Reine",1292944,Den nya orgeln i Seglora kyrka på Skansen,Orglar;Seglora kyrka;Skansen,139.0,143.0,5.0,1963,urn:nbn:se:nordiskamuseet:diva-1264
"Bonge-Bergengren, Inger",1305435,Den nödvändiga sältan,Livsmedel;Salt - framställning;tillverkning etc.,123.0,141.0,19.0,1989,urn:nbn:se:nordiskamuseet:diva-1642
"Lithberg, Nils",1233836,Den ostsvenska sädesskäran,Jordbruksarbete,133.0,136.0,4.0,1930,urn:nbn:se:nordiskamuseet:diva-338
"Womack, Anna",1354082,Den osynliga markisinnan : Caroline Russel Lagergren på Tyresö slott,Caroline Russel Lagergren;Tyresö slott,10.0,27.0,18.0,2017,urn:nbn:se:nordiskamuseet:diva-2037
"Conradson, Birgitta",1302291,Den osynliga samlingen?,Samtidsdokumentation;Kontorsarbete,243.0,252.0,10.0,1983,urn:nbn:se:nordiskamuseet:diva-1540
"Stjernswärd, Brita;Geijer, Agnes",1269612,Den sergellska mässhaken i Sövde kyrka,Mässhakar;Kyrkotextilier,115.0,130.0,16.0,1948,urn:nbn:se:nordiskamuseet:diva-1005
"Tillhagen, Carl-Herman",1296523,Den som klär ut sig till brud blir aldrig gift,Äktenskap;Folktro;Folkseder,73.0,84.0,12.0,1969,urn:nbn:se:nordiskamuseet:diva-1394
"Strömberg, Elisabeth",1248598,Den spelande haren eller Kung david med harpan,Vävnadskonst;Bildvävnader,222.0,223.0,2.0,1941,urn:nbn:se:nordiskamuseet:diva-885
"Erixon, Sigurd",1246715,Den stora dryckesbollen med Peder Turesson Bielkes och hans frus anvapen,Dryckeskärl,193.0,213.0,21.0,1915,urn:nbn:se:nordiskamuseet:diva-790
"Wallin, Sigurd",1246845,Den svenska prästgårdarna,Prästgårdar,129.0,142.0,14.0,1918,urn:nbn:se:nordiskamuseet:diva-819
"Erixon, Sigurd",1290484,Den sydsvenska fyrkantsgården,Byggnader;Bondgårdar,175.0,178.0,4.0,1958,urn:nbn:se:nordiskamuseet:diva-1164
"Lindblom, Andreas",1265751,Den syttende mai 1945,Nationaldagsfirande;Norge,7.0,13.0,7.0,1946,urn:nbn:se:nordiskamuseet:diva-964
"Nordland, Odd",1297767,Den tomme stolen og døde-måltiet,Begravningsseder;Döden,179.0,184.0,6.0,1976,urn:nbn:se:nordiskamuseet:diva-1450
"Collin, Maria",1247481,Den äldsta kända flätningen,Handarbete;Flätning,53.0,58.0,6.0,1922,urn:nbn:se:nordiskamuseet:diva-845
"Lindblom, Andreas",1283333,Det Banérska familjesmycket : ett minne från Linköpings blodbad,Smycken,7.0,16.0,10.0,1952,urn:nbn:se:nordiskamuseet:diva-1066
"Lithberg, Nils",1245812,Det gottländska bidlaget,Bynamn;Gårdsnamn;Ortnamn,41.0,48.0,8.0,1915,urn:nbn:se:nordiskamuseet:diva-773
"Nilsson, Mats",1335219,Det gåtfulla polskefolket,Polska (dans),,,,2006,urn:nbn:se:nordiskamuseet:diva-1911
"Jonsson, Kerstin",1322724,Det kallas färg,Textilfärgning,70.0,81.0,12.0,2002,urn:nbn:se:nordiskamuseet:diva-1824
"Lagerquist, Marshall",1288688,Det Karolinska Julita : ett bidrag till dess historia,Julita gård;Historia,81.0,94.0,14.0,1955,urn:nbn:se:nordiskamuseet:diva-1117
"Seitz, Heribert",1234434,Det karolinska monogrammet,Monogram,7.0,26.0,20.0,1937,urn:nbn:se:nordiskamuseet:diva-454
"Nisbeth, Åke",1293865,Det karolinska Äs,Äs;Herrgårdar;Sörmland;1600-talet;1700-talet,129.0,146.0,18.0,1964,urn:nbn:se:nordiskamuseet:diva-1303
"Wallin, Sigurd",1288432,Det kulturhistoriska museiföremålet,Museisamlingar;Samlarverksamhet;Kulturhistoria,7.0,16.0,10.0,1955,urn:nbn:se:nordiskamuseet:diva-1110
"Ahnlund Berg, Charlotte",1361391,Det lekfulla Skansen,Skansen;Museipedagogik,56.0,83.0,28.0,2014,urn:nbn:se:nordiskamuseet:diva-2073
"Johansson, Emma",1322579,Det lilla ordet vegetarisk,Vegetarisk mat;Kokböcker,151.0,156.0,6.0,2001,urn:nbn:se:nordiskamuseet:diva-1809
"Conradson, Birgitta",1302973,Det manliga försprånget : om kungens kanslister och företagens bokhållare,Arbetsliv;Tjänstemän;Sverige;Män;Historia,77.0,88.0,12.0,1984,urn:nbn:se:nordiskamuseet:diva-1550
"Thorman, Elisabeth",1233782,Det Stenbergska damastväveriet i Jönköping,Damast;Damastvävning;Textilindustri,175.0,188.0,14.0,1933,urn:nbn:se:nordiskamuseet:diva-324
"Jansson, Sam Owen",1286875,Det Stenbockska fideikommissbibliotelet,Boksamlingar,95.0,108.0,14.0,1953,urn:nbn:se:nordiskamuseet:diva-1085
"Nodermann, Maj",1296363,Det stora gästabudet i Hälsingland,Bonader;Hälsingland;1600-talet,189.0,200.0,12.0,1968,urn:nbn:se:nordiskamuseet:diva-1386
"Bengtsson, Bengt",1233909,Det svenska kistebrevet : dess framställningssätt och uttrycksmedel,Kistebrev;Träsnitt;Boktryckarkonst,83.0,100.0,18.0,1934,urn:nbn:se:nordiskamuseet:diva-354
"Berg, Gösta",1305351,Det svenska smörgåsbordet,Smörgåsbord,52.0,63.0,12.0,1989,urn:nbn:se:nordiskamuseet:diva-1636
"Szabó, Mátyás",1303050,Det sårbara samhället : inledning,Samhället,5.0,9.0,5.0,1985,urn:nbn:se:nordiskamuseet:diva-1558
"Selling, Gösta",1233623,Det återuppbyggda Skogaholm,Restaureringskonst;Byggnadsvård,195.0,216.0,22.0,1932,urn:nbn:se:nordiskamuseet:diva-287
"Hartig, Kajsa",1361685,Digital kompetens och livslångt lärande,Barn;Dataspel;Internet,208.0,213.0,6.0,2014,urn:nbn:se:nordiskamuseet:diva-2083
"Granlund, Lis",1297458,Dirigold,Metaller,27.0,34.0,8.0,1976,urn:nbn:se:nordiskamuseet:diva-1433
"Hultkrantz, Åke",1297603,Divinationsformer: en klassifikation,Spådomskonst,49.0,70.0,22.0,1976,urn:nbn:se:nordiskamuseet:diva-1443
"Kjellberg, Reidar",1265768,Djevelen fra Vossestrand,Kyrklig konst;Träskulpturer;Norge,153.0,166.0,14.0,1946,urn:nbn:se:nordiskamuseet:diva-965
"Vretblad, Gunvor",1305440,Djupfryst,Djupfrysning,142.0,154.0,13.0,1989,urn:nbn:se:nordiskamuseet:diva-1643
"Norlander, Emil",1234147,Djurgårdens tivoli : En kulturhistorisk återblick i anledning av Skansens senaste markförvärv,Skansen,15.0,38.0,24.0,1936,urn:nbn:se:nordiskamuseet:diva-402
"Behm, Alarik",1234460,Djurliv på Skansen utanför bur och mur,Djur;Djur och Människor;Djurparker,201.0,210.0,10.0,1937,urn:nbn:se:nordiskamuseet:diva-464
"Lindén Ivarsson, Anna-Stina",1333878,Do redo : - folkkonst i tiden,Återbruk;Återanvändning,57.0,66.0,10.0,2005,urn:nbn:se:nordiskamuseet:diva-1868
